State,LGA,Ward,PU-Code,PU-Name,Address,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,latitude,longitude
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-001,"ST. JOSEPH SECONDARY SCHOOL, MANGORO","ST. JOSEPH SECONDARY SCHOOL, MANGORO, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",120,744,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76564/result_21438_1677481406_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-002,"15, SHOMIDE STREET","15, SHOMIDE STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",111,716,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76565/result_21439_1677481568_thumb.jpg,6.611471,3.3278433
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-004,"8, SEBIOTIMO STREET","8, SEBIOTIMO STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",108,843,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,31,57,11,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76567/result_21441_1677481806_thumb.jpg,6.6115629,3.3269877
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-005,"6, SEBIOTIMO STREET","6, SEBIOTIMO STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",114,731,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,28,66,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76568/result_21442_1677481951_thumb.jpg,6.6115629,3.3269877
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-006,WITHIN OLABI SQUARE,"WITHIN OLABI SQUARE, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",80,539,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,24,28,16,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76569/result_21443_1677482082_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-007,KAMORU ALIMI/SEBIOTIMO STREET I,"KAMORU ALIMI/SEBIOTIMO STREET I, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",128,676,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,77,19,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76570/result_21444_1677482144_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-008,KAMORU ALIMI/SEBIOTIMO STREET II,"KAMORU ALIMI/SEBIOTIMO STREET II, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",137,722,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,98,11,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76571/result_21445_1677482238_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-009,"18, MAYAKA STREET","18, MAYAKA STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",114,815,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,62,42,4,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76572/result_21446_1677482303_thumb.jpg,6.6124635,3.3258196
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-010,COMMUNITY PRY. SCHOOL,"COMMUNITY PRY. SCHOOL, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",95,643,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,53,26,10,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76573/result_21447_1677482453_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-011,"2, OTUN STREET","2, OTUN STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",95,476,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,29,52,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76574/result_21448_1677482625_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-012,"4, OTUN STREET","4, OTUN STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",102,523,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,42,45,4,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76575/result_21449_1677482765_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-013,"11, TALABI STREET","11, TALABI STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",138,620,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,49,59,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76576/result_21450_1677482856_thumb.jpg,6.6094194,3.3266249
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-014,BACK OF ILORO GRAMMAR SCHOOL,"BACK OF ILORO GRAMMAR SCHOOL, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",91,721,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,39,30,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76577/result_21451_1677482957_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-015,"4, FISHER STREET","4, FISHER STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",110,603,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,43,50,6,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76578/result_21452_1677483119_thumb.jpg,6.6099235,3.3206016
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-016,"18, OLUFESO STREET","18, OLUFESO STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",164,653,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76579/result_21453_1677483242_thumb.jpg,6.6110965,3.3217683
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-017,INSIDE ILORO GRAMMAR SCHOOL I,"INSIDE ILORO GRAMMAR SCHOOL I, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",90,753,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,37,28,19,6,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76580/result_21454_1677483367_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-018,"17, AJIBOSE STREET","17, AJIBOSE STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",96,587,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,55,17,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76581/result_21455_1677483598_thumb.jpg,6.6131448,3.324645
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-019,"15, AJIBOSE STREET","15, AJIBOSE STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",103,634,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,45,26,10,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76582/result_21456_1677483751_thumb.jpg,6.6131448,3.324645
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-020,"20, ISHORA-YUSUF STREET","20, ISHORA-YUSUF STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",133,619,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,83,29,10,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76583/result_21457_1677484036_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-021,"9, ADETONA STREET","9, ADETONA STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",108,575,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,45,40,5,7,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76584/result_21458_1677484112_thumb.jpg,6.6109288,3.3238039
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-023,"2, ONIBEJU STREET","2, ONIBEJU STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",113,710,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,43,32,17,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76586/result_21460_1677484775_thumb.jpg,6.6148853,3.3216302
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-024,"4, ONIBEJU STREET","4, ONIBEJU STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",65,499,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,19,2,5,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76587/result_21461_1677484878_thumb.jpg,6.6148853,3.3216302
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-025,"18, OREDAPO STREET","18, OREDAPO STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",108,719,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,50,24,14,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76588/result_21462_1677485083_thumb.jpg,6.6144177,3.3241756
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-026,"33, OREDAPO STREET","33, OREDAPO STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",142,786,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,76,34,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76589/result_21463_1677485192_thumb.jpg,6.6144177,3.3241756
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-027,"10, OLAYIWOLA STREET","10, OLAYIWOLA STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",113,603,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,83,20,4,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76590/result_21464_1677485292_thumb.jpg,6.6137836,3.3240833
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-028,"40, OLAYIWOLA STREET","40, OLAYIWOLA STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",106,634,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,57,26,8,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76591/result_21465_1677485581_thumb.jpg,6.6137836,3.3240833
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-029,A/C PRIMARY SCHOOL,"A/C PRIMARY SCHOOL, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",86,701,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,38,21,14,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76592/result_21466_1677485689_thumb.jpg,,
LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-030,"24, ONIBEJU STREET","24, ONIBEJU STREET, ISALE/IDIMANGORO INEC WARD ,AGEGE, LAGOS",86,507,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,47,12,19,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76593/result_21467_1677485755_thumb.jpg,6.6148853,3.3216302
